,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
3123,3123,Okay Bear #4965,Blue,Suede Jacket,Annoyed,,Coral,Visor,Wry,12.52,2.02,13.089999999999998,66.72,0.72,3.09,9.22,3124,4.5307831782982554e-09,0.72,15.34,6,6mkTMJKsVUFqDr9EB8tWSyVLREzMr2akWaN88d96Evsy,278.625
206,206,Okay Bear #1034,Yellow,,Happy,Punk Sunglasses,Coral,Army Hat,Grimace,12.22,19.65,7.88,2.69,0.72,2.39,0.99,207,8.671172981958116e-11,0.72,6.6485714285714295,6,Gd3iPveKhUgQSyDjZdbtRsdyKdQRMTTWrbASK4HdcmNG,276.913
70,70,Okay Bear #2226,Purple,Fur Coat,Annoyed,Aviator Sunglasses,Tan,Army Hat,Yoyo,11.87,0.38,13.089999999999998,4.09,14.13,2.39,0.48,71,3.914520486777553e-11,0.38,6.632857142857143,7,3VZ5tYgwFawGvNDNP8wPRgzYhKtScqFfFG8K6NQoQFts,275.65192
875,875,Okay Bear #7518,Grey,Double Jacket,Happy,,Coral,Sweatband,Forced Smile,12.61,2.51,7.88,66.72,0.72,3.52,1.16,876,4.892200101548459e-10,0.72,13.588571428571427,6,FvBcVVV5WTbb2gSLi32i6RdQYmphv7XPvKFaks3e3hgw,275.4865
3456,3456,Okay Bear #9551,Warm Grey,Autumn Sweater,Sarcastic,,Coral,,Wheat,12.27,1.7500000000000002,9.65,66.72,0.72,26.98,2.17,3457,5.827739599799914e-09,0.72,17.18,5,434Vx5BJpcV5xQAFm3DriF4Gt7KHqJs4rEwsP67b1ht2,274.76303
5248,5248,Okay Bear #8082,Green,Puffer Jacket,Closed,,Robot,,Okay,12.6,2.27,3.1,66.72,0.52,26.98,23.05,5249,1.91306775848453e-08,0.52,19.32,5,JCVNEDVM5cksbewwNCZnMYM8G1NkNEeQPVebK2pgJLXG,273.2983
2519,2519,Okay Bear #1951,Cream,Loose Overalls,Defeated,,Robot,Skate Cap,Clean Smile,13.26,2.68,5.26,66.72,0.52,5.510000000000002,7.969999999999999,2520,2.8479565800673588e-09,0.52,14.560000000000002,6,E6yhVE3tERMwz8stoar7E5aacTwzk1Pd1B2sKo8cbnN7,272.9327
4401,4401,Okay Bear #7158,Grey,,Sarcastic,,Coral,Sticky Note,Gah,12.61,19.65,9.65,66.72,0.72,2.3,4.26,4402,1.1254622272881813e-08,0.72,16.55857142857143,5,4zHg9ZkQTyKE87YRqcUeXTvcvgVnVLT3vVpwZvQq6bKx,271.1732
870,870,Okay Bear #5377,White,Autumn Sweater,Spirited,,Robot,,Eight Ball,12.65,1.7500000000000002,6.2,66.72,0.52,26.98,0.38,871,4.882083318752641e-10,0.38,16.45714285714286,5,8e6cFXjPwZbkRXdW4KnMrYAAG67J6ZT2ZLcjPiYYT3rq,269.40775
2459,2459,Okay Bear #5918,Green,Black Tee,Closed,,Robot,Bandana,Pouting,12.6,3.83,3.1,66.72,0.52,4.24,12.31,2460,2.709033051767777e-09,0.52,14.759999999999994,6,4r33ZrqLa1VKogndsohv2yNg3tLNVt1cc971qtK919C1,269.3317
2521,2521,Okay Bear #3373,Green,Sleeveless Tee,Defeated,,Coral,,Forced Smile,12.6,2.86,5.26,66.72,0.72,26.98,1.16,2522,2.8497764355724987e-09,0.72,16.61428571428571,5,D1NwN2V5v5GsLvnRybYGu9ZezLE84fJ5XUQEwS48oz11,268.88733
2928,2928,Okay Bear #7992,Blue,,Sarcastic,,Coral,Okay Beanie,Toothpick,12.52,19.65,9.65,66.72,0.72,3.01,1.16,2929,3.9820546480822725e-09,0.72,16.204285714285714,5,J4b19zMMKenvqeP5zJFSfxsaB1nB3QdcYvGCRqwr6KYb,266.6405
72,72,Okay Bear #7949,Purple,Black Suit,Annoyed,Wayfarer Sunglasses,Dark Brown,Pom Pom Beanie,Earphones,11.87,0.37,13.089999999999998,4.38,12.68,2.56,0.49,73,4.005175021156699e-11,0.37,6.491428571428571,7,5uzN6m327srnHtnQSekkL1FD2W2mvQABaE1MxbZp9nr5,265.24658
336,336,Okay Bear #7727,Grey,Torn Sleeveless Tee,Sarcastic,VR Headset,Coral,,Haa,12.61,3.15,9.65,0.92,0.72,26.98,2.2,337,1.5070855424264642e-10,0.72,8.032857142857143,6,G6C1w54T6M68gabAv9hu19D7YacJc2hUbY2TCgnzmPmB,264.84082
21,21,Okay Bear #5971,Yellow,Black Suit,Tired,Flying Goggles,Tan,Skate Cap,Honey,12.22,0.37,4.54,1.83,14.13,5.510000000000002,0.54,22,1.5793100283777435e-11,0.37,5.591428571428572,7,9wtGrEmZhQ5XN14QRk4Kx4m2U7nJNwzqPKt2jimGCtup,263.637
4231,4231,Okay Bear #5054,Grey,,Annoyed,,Robot,Backwards Skate Cap,Gah,12.61,19.65,13.089999999999998,66.72,0.52,2.12,4.26,4232,1.0163004763369504e-08,0.52,16.99571428571429,5,JAkx9UfEnAQR4ivqbuDUeTK1KLqCzHK1nLWLQh52xNfn,261.16266
1506,1506,Okay Bear #9501,Green,Torn Sleeveless Tee,Annoyed,,Coral,Visor,Ugh,12.6,3.15,13.089999999999998,66.72,0.72,3.09,1.51,1507,1.164513978997206e-09,0.72,14.411428571428573,6,4HSVBGgjNQNbS22bhfdi8L4wjVk56bxxDChAnbJBKWMg,260.79742
42,42,Okay Bear #3927,Green,Suede Jacket,Disappointed,Punk Sunglasses,Coral,Chullo,Clean Smile,12.6,2.02,9.4,2.69,0.72,0.7799999999999999,7.969999999999999,43,2.880629929666944e-11,0.72,5.168571428571427,7,3KeHyAtqTKT9bKDMT6N3tyYSTtJuzYxh9qaETad6DZ7Z,260.51624
832,832,Okay Bear #7538,White,Pullover Windbreaker,Annoyed,,Coral,Sweatband,Pencil,12.65,2.04,13.089999999999998,66.72,0.72,3.52,0.8099999999999999,833,4.626755564005048e-10,0.72,14.221428571428573,6,D3GQ9dNRfsC1J97Ez5AVEc3dawM71BGp2qxXQ8YiTZQy,260.40106
944,944,Okay Bear #1166,Warm Grey,Pullover Windbreaker,Okay,,Robot,Pencil,Yawn,12.27,2.04,20.23,66.72,0.52,3.790000000000001,0.83,945,5.526463379101847e-10,0.52,15.2,6,7tHSyzzHrussjnWZUUNg2aMkAkbNRFove3cNJCZtt4cP,258.2683
4814,4814,Okay Bear #1524,Cream,Vintage Shirt,Annoyed,,Coral,,Beaming Smile,13.26,2.75,13.089999999999998,66.72,0.72,26.98,2.33,4815,1.441458903036088e-08,0.72,17.978571428571428,5,27G9kogZ9j1q8pngGv3yDU7vbvsXLYVogpwVnixm21Rf,257.58426
192,192,Okay Bear #1983,Grey,Formal Vest,Interested,,Coral,Classic Cap,Eight Ball,12.61,1.5699999999999998,6.710000000000001,66.72,0.72,3.37,0.38,193,8.172205720955527e-11,0.38,13.154285714285715,6,4QC6AMZcL66xg2YKPWv9fkiaqMi5DmFZfaDES5p31d7R,256.3573
4335,4335,Okay Bear #8343,Purple,,Okay,,Robot,Backwards Flat Cap,Haa,11.87,19.65,20.23,66.72,0.52,3.03,2.2,4336,1.0912740978050273e-08,0.52,17.74571428571429,5,9iKYWGemQmrAPM1gks7PLvtCU2iuMSNpZxSwLrTXnNkZ,255.95921
1301,1301,Okay Bear #1219,Purple,Summer Shirt,Closed,,Coral,,Yawn,11.87,2.29,3.1,66.72,0.72,26.98,0.83,1302,9.064763272088224e-10,0.72,16.072857142857142,5,1355kAyBzckXXNfCmuukWgd2GssFsgD8BySmxPUukaoY,254.31416
291,291,Okay Bear #5288,Yellow,Woven Sweater,Annoyed,Wayfarer Sunglasses,Robot,Skate Cap,Hmm,12.22,2.08,13.089999999999998,4.38,0.52,5.510000000000002,3.02,292,1.2609857633308613e-10,0.52,5.831428571428572,7,BxVateYMAqg9Qx4XpQmBKz3PqEGatRdGYFpzwKxcewmF,252.72696
3616,3616,Okay Bear #4417,Green,Denim Jacket,Annoyed,,Robot,Skate Cap,Okay,12.6,0.91,13.089999999999998,66.72,0.52,5.510000000000002,23.05,3617,6.613532526629509e-09,0.52,17.485714285714284,6,CU9tFmD2FnGhskKamLHxWDZf5S378f9JAf5NTfKAmph3,251.99612
5841,5841,Okay Bear #3077,Blue,,Okay,,Robot,Pencil,Gah,12.52,19.65,20.23,66.72,0.52,3.790000000000001,4.26,5842,2.7878599743311333e-08,0.52,18.241428571428575,5,35dZjhHRwbiJW6K9qoAu4BKnz9w1MHXZ8QSBBq3QLWq4,251.0548
1326,1326,Okay Bear #6167,Purple,Vintage Shirt,Sarcastic,VR Headset,Robot,,Okay,11.87,2.75,9.65,0.92,0.52,26.98,23.05,1327,9.37162219329622e-10,0.52,10.82,6,DsRV595Ffp5QFE21GcUh6iZdjba1ob1R1tJQTcsPdVwY,247.2911
1576,1576,Okay Bear #9515,Grey,Pullover Windbreaker,Okay,,Robot,Pom Pom Beanie,Oou,12.61,2.04,20.23,66.72,0.52,2.56,2.71,1577,1.2525924054592591e-09,0.52,15.341428571428573,6,DPJbqxtAhW7Ub4NbARUmEQPbvuF9dP9e8kWvKxCpzBx5,247.23431
5038,5038,Okay Bear #4901,Grey,Black Suit,Golden Glow,,Dark Brown,,Clean Smile,12.61,0.37,1.99,66.72,12.68,26.98,7.969999999999999,5039,1.6890614304199252e-08,0.37,18.474285714285713,5,74T8Zbbgqhm85dX17ntqwWAWe3KCZufQot3cpbWR1bsU,245.7851
2309,2309,Okay Bear #2105,Blue,,Sarcastic,Punk Sunglasses,Robot,Visor,Okay,12.52,19.65,9.65,2.69,0.52,3.09,23.05,2310,2.3652618648921523e-09,0.52,10.167142857142858,6,CRKEUhoCk8WWoDo5rHcRSUAvqjAy3Hp512v5sqkLKR7z,245.63867
9,9,Okay Bear #3357,Yellow,Pullover Windbreaker,Sad,Punk Sunglasses,Lofi,Flat Hat,Yoyo,12.22,2.04,5.07,2.69,1.96,2.9000000000000004,0.48,10,9.275918395580928e-12,0.48,3.908571428571429,7,4P7SucwScWDgJZvMGP4XwseDGbe4bMd2pWzmHmvQXN8k,240.9078
333,333,Okay Bear #7943,Cream,Olive Windbreaker,Okay,Wayfarer Sunglasses,Robot,Worn Out Cap,Huh,13.26,2.56,20.23,4.38,0.52,2.79,3.44,334,1.5011340362806394e-10,0.52,6.74,7,AxQV3mPKANZi4QzzLcTUeAuwSL6qkvxQPM2qW6S16o6j,240.51549
8172,8172,Okay Bear #9195,Green,,Okay,,Robot,Pencil,Okay,12.6,19.65,20.23,66.72,0.52,3.790000000000001,23.05,8173,1.5180934398764625e-07,0.52,20.937142857142856,5,2N27tBRy8pT2dGPABuQr1X3eYucAnUeVsAQfLpWiF5gf,239.08717
309,309,Okay Bear #2779,Warm Grey,Okay Tee,Happy,,Robot,Ear Tag,Asparagus,12.27,2.73,7.88,66.72,0.52,1.91,0.76,310,1.3293513105379153e-10,0.52,13.255714285714285,6,2fEVxA6ZrqbHsUcmmp9PacePcNExN6hDgUNAKs6LEvW9,236.71335
3935,3935,Okay Bear #593,Purple,Hoodie with Headphones,Okay,,Robot,Skate Cap,Clean Smile,11.87,2.27,20.23,66.72,0.52,5.510000000000002,7.969999999999999,3936,8.305040610468227e-09,0.52,16.44142857142857,6,7wHqgPToF2cUexmBZePcBdXnk41MLtDo99MCQXmhsT3B,236.67915
1021,1021,Okay Bear #6827,Warm Grey,Okay Tee,Sarcastic,,Robot,Sticky Note,Ohh,12.27,2.73,9.65,66.72,0.52,2.3,2.43,1022,6.267985945480022e-10,0.52,13.802857142857144,6,A5q52HGue4LMEX1hKV5pwUbFcSUKgitXnKvKAbT6QccR,235.38321
3339,3339,Okay Bear #2550,Green,Formal Vest,Annoyed,,Robot,Worn Out Beanie,Okay,12.6,1.5699999999999998,13.089999999999998,66.72,0.52,2.6,23.05,3340,5.384104779262808e-09,0.52,17.16428571428571,6,3KFwB6kT8vuSYLvjoK8C9VCPq9x95zasemSam2V1DCPe,234.02892
4767,4767,Okay Bear #2480,Yellow,Suede Jacket,Okay,,Robot,Sweatband,Okay,12.22,2.02,20.23,66.72,0.52,3.52,23.05,4768,1.40569607629313e-08,0.52,18.32571428571429,6,8njxbVisKyLTUGf5xSTVc8yxdAvEqarPLzZeENQzxMqV,233.43762
9593,9593,Okay Bear #7887,Yellow,,Okay,,Blueprint,,Clean Smile,12.22,19.65,20.23,66.72,1.58,26.98,7.969999999999999,9594,1.1011412565891642e-06,1.58,22.192857142857147,4,Dr8zRbP6mGGwW2m587wu5CZUijZSw1gEC8s3iMjq3fFX,232.90878
429,429,Okay Bear #4421,Warm Grey,Formal Vest,Okay,Barrel Sunglasses,Blueprint,Flat Hat,Proud,12.27,1.5699999999999998,20.23,2.11,1.58,2.9000000000000004,5.28,430,1.9893516597345288e-10,1.5699999999999998,6.562857142857142,7,H3V6MLBhqzZmTa9HUVdxa7y8wLwYL721rR1nksxw4c6W,232.12651
5565,5565,Okay Bear #1719,Cream,Loose Overalls,Okay,,Robot,Black Bucket Hat,Okay,13.26,2.68,20.23,66.72,0.52,4.12,23.05,5566,2.3686545557358866e-08,0.52,18.65428571428572,6,gvxgam4M1EAKqVd4DJ2sybSZbrmRDPGDWvVszJw9idT,230.0567
2055,2055,Okay Bear #3234,Yellow,Black Suit,Interested,,Blueprint,Worn Out Beanie,Okay,12.22,0.37,6.710000000000001,66.72,1.58,2.6,23.05,2056,1.9166943048758426e-09,0.37,16.178571428571427,6,Fi11EUS4ysj6QZB9Jwkica8HKKjSkGcWVAFGZMs8n1Tn,229.95392
50,50,Okay Bear #3756,Grey,Black Suit,Interested,Circle Sunglasses,Dark Brown,Sweatband,Pencil,12.61,0.37,6.710000000000001,2.82,12.68,3.52,0.8099999999999999,51,3.1917978292732654e-11,0.37,5.645714285714285,7,4cx1RnM44vAJvoPu2rcPEBFW6mMNWMXT4paiz1EPouxQ,228.33379
2217,2217,Okay Bear #3442,Warm Grey,Golf Polo,Sarcastic,,Robot,Flat Hat,Wry,12.27,2.0,9.65,66.72,0.52,2.9000000000000004,9.22,2218,2.196798240004992e-09,0.52,14.754285714285714,6,DihjVCSkchcpSsTH7CFZ9gKJc1oLUNpSk2aPMyNVan5T,227.39336
9584,9584,Okay Bear #5866,Warm Grey,,Interested,,Blueprint,,Okay,12.27,19.65,6.710000000000001,66.72,1.58,26.98,23.05,9585,1.060609803871168e-06,1.58,22.422857142857147,4,3wZp97DyovutBBDH1P3XQf5T7gwPt9nJZTSEVKqERmdq,225.07343
2667,2667,Okay Bear #5682,Blue,Overalls,Okay,Circle Sunglasses,Robot,,Okay,12.52,1.39,20.23,2.82,0.52,26.98,23.05,2668,3.210556661130078e-09,0.52,12.501428571428573,6,3qvV92xUyMffYxnoZceVhdUibJh6cqENdTUx578ZbpJT,224.63687
1781,1781,Okay Bear #5501,Cream,Vintage Shirt,Annoyed,,Robot,Runner Cap,Oou,13.26,2.75,13.089999999999998,66.72,0.52,3.39,2.71,1782,1.521402882651812e-09,0.52,14.634285714285715,6,FCYS7ukeY4ncRK1RKjf6d4izFnrFKQWEzocvpnTXTiAb,223.37372
138,138,Okay Bear #9127,Blue,Fur Coat,Sarcastic,Round Glasses,Dark Brown,Okay Beanie,Drool,12.52,0.38,9.65,3.74,12.68,3.01,0.97,139,6.356884554980713e-11,0.38,6.135714285714287,7,6tvfbZRmk2qRR1MpsZ2eLxVbnjXibbTJ8ZoxpAFzwiGM,222.0497
7720,7720,Okay Bear #9638,Warm Grey,,Interested,,Tan,,Cassette,12.27,19.65,6.710000000000001,66.72,14.13,26.98,0.25,7721,1.0287498646791238e-07,0.25,20.958571428571428,4,7AirrAvo8whNLTXwZd9oL7Xc27ANjJAdUBHT5y4AB5MR,221.36601
8586,8586,Okay Bear #9885,Green,,Sarcastic,,Blueprint,,Huh,12.6,19.65,9.65,66.72,1.58,26.98,3.44,8587,2.3376200611478238e-07,1.58,20.08857142857143,4,DjrNNnhzgLS1qo3Ya66UgTG2rqhkFcd75uR3gggCj81L,220.92862
9852,9852,Okay Bear #6077,Cream,,Golden Glow,,Tan,,Okay,13.26,19.65,1.99,66.72,14.13,26.98,23.05,9853,3.039976523411234e-06,1.99,23.68285714285714,4,GKcLawoHVyVPtyckNLxfnu7Pmhehzm9LYQ3Ki7sAPk7E,220.42825
158,158,Okay Bear #8563,Purple,Fur Coat,Closed,Wayfarer Sunglasses,Dark Brown,Mumford Hat,Proud,11.87,0.38,3.1,4.38,12.68,1.7500000000000002,5.28,159,7.175651607653761e-11,0.38,5.6342857142857135,7,DQ27SvZqAnxtY2rBPPurWXXRXhGm7FUfFqbeofNmK7YK,219.60522
126,126,Okay Bear #4396,Yellow,Puffer Jacket,Sarcastic,,Blueprint,Rabbit Fur Hat,Cassette,12.22,2.27,9.65,66.72,1.58,0.8500000000000001,0.25,127,5.996480633660401e-11,0.25,13.362857142857141,6,7h5DGoeiNKmn2i4RMCwMQA1AfvLD5mS81qo9m84ReHj7,218.6998
8651,8651,Okay Bear #2013,Purple,Black Suit,Okay,,Dark Brown,,Pouting,11.87,0.37,20.23,66.72,12.68,26.98,12.31,8652,2.496454270969955e-07,0.37,21.594285714285718,5,6aAMounZyvjAwSQVZoGGHzoJb73vCAb3h2VFkC89c6rw,218.61221
2400,2400,Okay Bear #5185,Yellow,Black Suit,Happy,,Blueprint,,Raspberry,12.22,0.37,7.88,66.72,1.58,26.98,2.53,2401,2.5637444815419964e-09,0.37,16.897142857142857,5,6QjjfeUT3shSfcqa49du6w7mDq8xqa2kzc2h9D49AFtQ,218.03543
22,22,Okay Bear #8798,Blue,Black Tee,Golden Glow,Flying Goggles,Lofi,Baker Boy Hat,Wheat,12.52,3.83,1.99,1.83,1.96,2.14,2.17,23,1.5894133172834992e-11,1.83,3.7771428571428567,7,9RTCqHdquzCf9ZphpQWQZZ72CJ7NWQqLGwaadKBa7qp8,217.80638
919,919,Okay Bear #9750,Cream,Faded Denim Jacket,Disappointed,Wayfarer Sunglasses,Blueprint,Pom Pom Beanie,Pouting,13.26,1.93,9.4,4.38,1.58,2.56,12.31,920,5.246357756058133e-10,1.58,6.488571428571428,7,DZK6ufQkzQES9g7y8g2axmbdbGuRZh9Hdp13SePs5XCL,217.78278
379,379,Okay Bear #798,Green,Leather Jacket,Sarcastic,Punk Sunglasses,Blueprint,Worn Out Cap,Wry,12.6,1.3,9.65,2.69,1.58,2.79,9.22,380,1.7281669768828918e-10,1.3,5.69,7,HgtjFoqUWuCyJWkioAC13TszKhG7nN8rASRCFdagXwNu,217.76204
29,29,Okay Bear #7281,Purple,Legacy Windbreaker,Defeated,Aviator Sunglasses,Lofi,Pencil,Drool,11.87,1.15,5.26,4.09,1.96,3.790000000000001,0.97,30,2.116043674002852e-11,0.97,4.155714285714286,7,4sSd1Lcu4pQRW98vNMg43ZenPG36qUG98KbSgpRQPHNq,216.9187
9998,9998,Okay Bear #7166,Grey,,Okay,,Grizzly,,Okay,12.61,19.65,20.23,66.72,14.4,26.98,23.05,9999,2.9950558746800563e-05,12.61,26.23428571428571,4,EFofSURv9PaEdn4L7FqapdPexsMfXf4mLZ86mxniAX6D,216.80582
9328,9328,Okay Bear #1551,Warm Grey,,Happy,,Blueprint,,Pouting,12.27,19.65,7.88,66.72,1.58,26.98,12.31,9329,6.651911427109092e-07,1.58,21.05571428571429,4,4CUWTLhBbNTRRfbmHwqT5UEdp1sUhqjMvy1KKhpojhpG,212.72873
9999,9999,Okay Bear #7389,Cream,,Okay,,Grizzly,,Okay,13.26,19.65,20.23,66.72,14.4,26.98,23.05,10000,3.1494401981171725e-05,13.26,26.327142857142853,4,8jQ2AWpazV4RLxMJHFUtMDCeVPSJxkxBZTW77f6PqXzh,212.663
1145,1145,Okay Bear #1733,Green,,Okay,Mechanical Goggles,Lofi,Sweatband,Gah,12.6,19.65,20.23,0.51,1.96,3.52,4.26,1146,7.507710066323175e-10,0.51,8.961428571428572,6,5z4F7tnun3S9aaHUM7yLbFMWtwQNACx7PLnqKqKQK3aF,211.90495
3921,3921,Okay Bear #9929,Yellow,,Happy,Wayfarer Sunglasses,Blueprint,,Beaming Smile,12.22,19.65,7.88,4.38,1.58,26.98,2.33,3922,8.231690665452874e-09,1.58,10.717142857142859,5,5DvYd2x9SZ6gddiQVw8VcwT69Z1cuASviwkttGSYMThH,210.95421
47,47,Okay Bear #1469,Yellow,Overalls,Golden Glow,,Sun,Baker Boy Hat,Cassette,12.22,1.39,1.99,66.72,2.59,2.14,0.25,48,3.124990247289457e-11,0.25,12.471428571428573,6,9UUw1NSCfeguQMfA4o6NeocdnB8GEFBgprJ5FGqqWCLe,210.90611
9513,9513,Okay Bear #5222,Green,,Golden Glow,,Albino,,Okay,12.6,19.65,1.99,66.72,4.5600000000000005,26.98,23.05,9514,9.322232529929251e-07,1.99,22.22142857142857,4,BUcXESmXE4GzSGPjyp5SDp93wTiUuwburU7HQMiGWp38,210.79468
1103,1103,Okay Bear #8023,White,Hooded Cardigan,Golden Glow,,Blueprint,Skate Cap,Hmm,12.65,1.61,1.99,66.72,1.58,5.510000000000002,3.02,1104,7.109534144997053e-10,1.58,13.297142857142855,6,JDoP7X5PjDD7h9GgU5AVwwR8SKA7fyY9QYF7jLvAPCns,208.52647
442,442,Okay Bear #872,Warm Grey,Legacy Windbreaker,Sarcastic,,Blueprint,Backwards Flat Cap,Yoyo,12.27,1.15,9.65,66.72,1.58,3.03,0.48,443,2.0876933453966213e-10,0.48,13.554285714285715,6,7YWcaU1mW7cwTY2oWGDnq1etVu5AhSD6UwX9XTG9QH34,207.80055
9578,9578,Okay Bear #8352,Cream,,Golden Glow,,Tan,,Clean Smile,13.26,19.65,1.99,66.72,14.13,26.98,7.969999999999999,9579,1.0511328803291772e-06,1.99,21.52857142857143,4,7B8VsFta4wqjCVgCBoNUjPvnoJrHdErK479hFzsb24yh,207.66948
988,988,Okay Bear #9826,White,Vintage Windbreaker,Okay,Aviator Sunglasses,Blueprint,Sweatband,Proud,12.65,1.93,20.23,4.09,1.58,3.52,5.28,989,5.931993934176416e-10,1.58,7.039999999999999,7,8FzhhXWKeYVKVd6eSkSXVVjNPKDFRvu6DHwRWqzxWq2Y,207.1862
73,73,Okay Bear #2525,Purple,Black Suit,Sarcastic,Barrel Sunglasses,Black,Classic Cap,Oou,11.87,0.37,9.65,2.11,4.95,3.37,2.71,74,4.042654274857251e-11,0.37,5.004285714285714,7,ApbBiwoaYMGv8EwAE6NkpcJYvDTNJjLpDCn1rUYzCQGy,206.75708
386,386,Okay Bear #3852,Purple,Travel Coat,Closed,Snow Goggles,Blueprint,,Wry,11.87,1.01,3.1,1.21,1.58,26.98,9.22,387,1.767458031558452e-10,1.01,7.852857142857141,6,2GhD8cMHwrXkWciU1Rq8ajP4uMjWMgbMGoy5oMM8SJFr,205.94623
8357,8357,Okay Bear #1989,Green,,Golden Glow,,Ginger,,Huh,12.6,19.65,1.99,66.72,6.0600000000000005,26.98,3.44,8358,1.8489076779304824e-07,1.99,19.634285714285713,4,XhagwjgEWtBLhq2XvUsGoFXZmsy3z6VDN4Xi7SNG7Qd,205.60834
98,98,Okay Bear #5264,White,Black Suit,Wide Eyed,Punk Sunglasses,Panda,,Ugh,12.65,0.37,2.6,2.69,3.9,26.98,1.51,99,5.20117393183674e-11,0.37,7.242857142857143,6,9KgvQpW2mF758jS162q887EL2SxL638fHrBwfePVbJQX,205.6025
212,212,Okay Bear #8255,Blue,Camel Coat,Defeated,Circle Sunglasses,Blueprint,Beret,Wry,12.52,1.16,5.26,2.82,1.58,2.92,9.22,213,9.163640226626736e-11,1.16,5.0685714285714285,7,HQctjhaeynuouhLemuVNykJUUHQ66ttN2khiqF6o8QR6,205.51009
8,8,Okay Bear #6555,Grey,Tech Jacket,Golden Glow,Clear Glasses,Pink,Runner Cap,Gaiter,12.61,1.04,1.99,4.07,4.26,3.39,0.5700000000000001,9,8.743394306425521e-12,0.5700000000000001,3.99,7,J45i6LFJosi4PozQAef9jiwmHUf4SRucjWFf3bC2un4z,203.34283
11,11,Okay Bear #1557,Purple,Overalls,Spirited,Flying Goggles,Blueprint,Surf Bucket Hat,Raspberry,11.87,1.39,6.2,1.83,1.58,1.3299999999999998,2.53,12,9.952622862381275e-12,1.3299999999999998,3.818571428571428,7,BSWhroJJyvpD8LD5oi34mJBmu8zo1kG48a4azgcpnWDA,203.29607
1386,1386,Okay Bear #1723,Warm Grey,Torn Tee,Disappointed,Round Glasses,Blueprint,,Proud,12.27,1.04,9.4,3.74,1.58,26.98,5.28,1387,1.0097417480371757e-09,1.04,8.612857142857141,6,9c6eUyZfseupcP7x2jsBhn2vi58Xs6SMiYWA1phi7Pcc,203.15501
6791,6791,Okay Bear #284,Grey,Fur Coat,White Glow,,Grizzly,,Pouting,12.61,0.38,3.41,66.72,14.4,26.98,12.31,6792,5.214006763309981e-08,0.38,19.544285714285714,5,pvGgs5Bguhdb6BCbbb4c7VkKw9XfaKKfuMszWAA4xcP,202.64024
1124,1124,Okay Bear #9277,Warm Grey,,Closed,Mechanical Goggles,Lofi,Bandana,Okay,12.27,19.65,3.1,0.51,1.96,4.24,23.05,1125,7.301832143441978e-10,0.51,9.254285714285716,6,Gj9JAyjGzvPSU72ZeAMPuoHCVuYcAhjaBKixM8Ek6Pwk,202.42102
242,242,Okay Bear #5737,White,Black Suit,Tired,Aviator Sunglasses,Black,Earrings,Wry,12.65,0.37,4.54,4.09,4.95,2.66,9.22,243,1.0550891744533603e-10,0.37,5.497142857142856,7,FFSV5gdaCQnuyj74qyLuZ6G6vvyfYiWQV5HtcMp759hy,201.52509
666,666,Okay Bear #1936,Purple,Black Suit,Annoyed,Wayfarer Sunglasses,Lofi,Okay Beanie,Okay,11.87,0.37,13.089999999999998,4.38,1.96,3.01,23.05,667,3.424204524292222e-10,0.37,8.247142857142856,7,36owCZiSoYUH8TM2gJesoCbjMXWyB31fyK7NApBiAZgE,201.18529
942,942,Okay Bear #4912,Warm Grey,Striped Tee,Happy,Pixel Glasses,Blueprint,Pom Pom Beanie,Pouting,12.27,3.5700000000000003,7.88,3.2,1.58,2.56,12.31,943,5.499764328409991e-10,1.58,6.195714285714287,7,DNG4tvDsKYDUBP55GY4ZYew4RyF7BqV2bk15kPsQvEp6,199.87317
208,208,Okay Bear #8895,Green,Black Suit,Sarcastic,Flying Goggles,Dark Brown,Classic Cap,Raspberry,12.6,0.37,9.65,1.83,12.68,3.37,2.53,209,8.900621804292372e-11,0.37,6.147142857142858,7,H1mYC47Fdik7b3ADYj3Ju2kEXmj4cD8wxUv21aLcxpxn,199.2301
9087,9087,Okay Bear #1794,White,,Disappointed,,Lofi,,Proud,12.65,19.65,9.4,66.72,1.96,26.98,5.28,9088,4.352801982298463e-07,1.96,20.377142857142857,4,FGUA1HqGCeV1S9Yn7QPtbLAHyuFUFUL9RkG7kUNRwhU5,199.19276
9817,9817,Okay Bear #6679,Yellow,,Golden Glow,,Dark Brown,,Okay,12.22,19.65,1.99,66.72,12.68,26.98,23.05,9818,2.514056324177676e-06,1.99,23.32714285714286,4,DfiTJJZrVXuCVgLMGSdtJZhE7GYtaFsahttzq2k2o669,199.15675
626,626,Okay Bear #662,White,Legacy Windbreaker,Sad,Circle Sunglasses,Blueprint,Black Bucket Hat,Okay,12.65,1.15,5.07,2.82,1.58,4.12,23.05,627,3.120833981821843e-10,1.15,7.205714285714286,7,8K73h12qNaQDs69KfireosDWT7v63ZzN3d9PB1ag4i5M,198.97563
