,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Clothes_rarity,Eyes_rarity,Eyewear_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n
115,Okay Bear #6287,Yellow,Leather Jacket,Annoyed,Aviator Sunglasses,Polar,Ear Tag,Honey,12.22,1.3,13.089999999999998,4.09,6.41,1.91,0.54,116,5.622929901096907e-11,0.54,5.65142857142857,7
116,Okay Bear #5055,Blue,Scarf,Golden Glow,Pixel Glasses,Ginger,Classic Cap,Oou,12.520000000000001,1.3,1.9900000000000002,3.2,6.0600000000000005,3.37,2.71,117,5.736177105974016e-11,1.3,4.450000000000001,7
117,Okay Bear #874,Purple,Vintage Windbreaker,Sarcastic,Holographic,Ginger,Worn Out Beanie,Drool,11.87,1.9300000000000002,9.65,1.71,6.0600000000000005,2.6,0.97,118,5.777622443157319e-11,0.97,4.97,7
118,Okay Bear #300,Yellow,Autumn Sweater,Interested,Aviator Sunglasses,Sand,Flat Cap,Grimace,12.22,1.7500000000000002,6.710000000000001,4.09,8.18,1.22,0.9900000000000001,119,5.7983364488109075e-11,0.9900000000000001,5.022857142857143,7
119,Okay Bear #6445,Blue,Wool Overcoat,Annoyed,Holographic,Black,Sweatband,Grimace,12.520000000000001,1.2,13.089999999999998,1.71,4.95,3.52,0.9900000000000001,120,5.8010203486287374e-11,0.9900000000000001,5.425714285714285,7
120,Okay Bear #5245,Cream,Legacy Windbreaker,Tired,Pixel Glasses,Andean,Sticky Note,Hmm,13.26,1.15,4.54,3.2,3.7699999999999996,2.3,3.02,121,5.801273287530239e-11,1.15,4.4628571428571435,7
121,Okay Bear #2380,Purple,Sling Pack,White Glow,Clear Glasses,Blueprint,Pencil,Oou,11.87,2.1999999999999997,3.4099999999999997,4.07,1.58,3.7900000000000005,2.71,122,5.881495590994581e-11,1.58,4.232857142857142,7
122,Okay Bear #3270,Purple,Puffer Jacket,White Glow,Wayfarer Sunglasses,Blueprint,Bandana,Haa,11.87,2.27,3.4099999999999997,4.38,1.58,4.24,2.1999999999999997,123,5.931310914768942e-11,1.58,4.278571428571428,7
123,Okay Bear #9643,White,Denim Jacket,White Glow,Clear Glasses,Sand,Book,Proud,12.65,0.91,3.4099999999999997,4.07,8.18,0.86,5.28,124,5.934257447425507e-11,0.86,5.051428571428572,7
124,Okay Bear #1067,Purple,Tech Jacket,Okay,Wayfarer Sunglasses,Wood,Army Hat,Ahh,11.87,1.04,20.23,4.38,2.01,2.39,1.13,125,5.937812141027588e-11,1.04,6.1499999999999995,7
125,Okay Bear #1096,Purple,Hooded Cardigan,Wide Eyed,Round Glasses,Sand,Worn Out Beanie,Ugh,11.87,1.6099999999999999,2.6,3.74,8.18,2.6,1.51,126,5.967949562599024e-11,1.51,4.587142857142857,7
126,Okay Bear #4396,Yellow,Puffer Jacket,Sarcastic,,Blueprint,Rabbit Fur Hat,Cassette,12.22,2.27,9.65,66.72,1.58,0.8500000000000001,0.25,127,5.996480633660401e-11,0.25,13.362857142857141,6
127,Okay Bear #1426,Yellow,Puffer Jacket,Spirited,VR Headset,Robot,,Oou,12.22,2.27,6.2,0.9199999999999999,0.52,26.979999999999997,2.71,128,6.015769116268122e-11,0.52,7.402857142857143,6
128,Okay Bear #1535,Purple,Loose Overalls,Closed,Wayfarer Sunglasses,Blueprint,Beret,Hmm,11.87,2.68,3.1,4.38,1.58,2.92,3.02,129,6.018221927107546e-11,1.58,4.221428571428571,7
129,Okay Bear #8983,Yellow,Sleeveless Tee,Closed,,Robot,Backwards Skate Cap,Asparagus,12.22,2.86,3.1,66.72,0.52,2.12,0.76,130,6.056305403150745e-11,0.52,12.614285714285714,6
130,Okay Bear #1090,Yellow,Tweed Suit,Okay,Barrel Sunglasses,Black,Skate Cap,Earphones,12.22,0.88,20.23,2.11,4.95,5.510000000000001,0.49,131,6.134583666181372e-11,0.49,6.627142857142857,7
131,Okay Bear #148,Grey,Leather Jacket,Closed,Round Glasses,Andean,Runner Cap,Raspberry,12.61,1.3,3.1,3.74,3.7699999999999996,3.39,2.53,132,6.145444551238278e-11,1.3,4.348571428571429,7
132,Okay Bear #3589,Purple,Striped Tee,Spirited,Mechanical Goggles,Ginger,Okay Beanie,Raspberry,11.87,3.5700000000000003,6.2,0.51,6.0600000000000005,3.01,2.53,133,6.183586517662185e-11,0.51,4.821428571428571,7
133,Okay Bear #6015,White,Torn Tee,Robot,,Red Panda,Pom Pom Beanie,Toothpick,12.65,1.04,0.8699999999999999,66.72,2.76,2.56,1.16,134,6.259017872336484e-11,0.8699999999999999,12.53714285714286,6
134,Okay Bear #7163,White,Striped Tee,Happy,Mechanical Goggles,Andean,Mumford Hat,Proud,12.65,3.5700000000000003,7.88,0.51,3.7699999999999996,1.7500000000000002,5.28,135,6.32220329292552e-11,0.51,5.058571428571429,7
135,Okay Bear #1760,Yellow,Utility Vest,Sad,Flying Goggles,Blueprint,Head Cam,Pouting,12.22,1.97,5.07,1.83,1.58,1.46,12.31,136,6.342558430117919e-11,1.46,5.2057142857142855,7
136,Okay Bear #1637,Green,Vintage Shirt,Disappointed,Wayfarer Sunglasses,Wood,Ear Tag,Forced Smile,12.6,2.75,9.4,4.38,2.01,1.91,1.16,137,6.353201312488799e-11,1.16,4.887142857142857,7
137,Okay Bear #6742,Grey,Vintage Shirt,Disappointed,Punk Sunglasses,Red Panda,Worn Out Beanie,Bubble Gum,12.61,2.75,9.4,2.69,2.76,2.6,1.01,138,6.3552365154564e-11,1.01,4.831428571428572,7
138,Okay Bear #9127,Blue,Fur Coat,Sarcastic,Round Glasses,Dark Brown,Okay Beanie,Drool,12.520000000000001,0.38,9.65,3.74,12.68,3.01,0.97,139,6.356884554980713e-11,0.38,6.135714285714286,7
139,Okay Bear #7604,Yellow,Hooded Cardigan,Golden Glow,Wayfarer Sunglasses,Tan,Skate Cap,Yoyo,12.22,1.6099999999999999,1.9900000000000002,4.38,14.13,5.510000000000001,0.48,140,6.40854247231913e-11,0.48,5.76,7
140,Okay Bear #7528,Grey,Silk Robe,Spirited,Pixel Glasses,Pink,Ear Tag,Proud,12.61,0.6,6.2,3.2,4.26,1.91,5.28,141,6.44888887898112e-11,0.6,4.865714285714286,7
141,Okay Bear #3816,White,Golf Polo,White Glow,Punk Sunglasses,Sand,Classic Cap,Bubble Gum,12.65,2.0,3.4099999999999997,2.69,8.18,3.37,1.01,142,6.46147634132242e-11,1.01,4.758571428571429,7
142,Okay Bear #9842,Yellow,Striped Tee,Spirited,Holographic,Tan,Book,Forced Smile,12.22,3.5700000000000003,6.2,1.71,14.13,0.86,1.16,143,6.519673155767992e-11,0.86,5.692857142857143,7
143,Okay Bear #2391,Yellow,Cord Tracksuit,Disappointed,Round Glasses,Polar,Okay Beanie,Gaiter,12.22,1.39,9.4,3.74,6.41,3.01,0.5700000000000001,144,6.567269560769518e-11,0.5700000000000001,5.248571428571429,7
144,Okay Bear #1093,Blue,Wool Overcoat,Sarcastic,Wayfarer Sunglasses,Red Panda,Rubik's Cube,Wry,12.520000000000001,1.2,9.65,4.38,2.76,0.41000000000000003,9.22,145,6.625381010495617e-11,0.41000000000000003,5.734285714285714,7
145,Okay Bear #7787,Blue,Utility Vest,Golden Glow,Circle Sunglasses,Pink,Baker Boy Hat,Proud,12.520000000000001,1.97,1.9900000000000002,2.82,4.26,2.1399999999999997,5.28,146,6.662389740983791e-11,1.97,4.425714285714286,7
146,Okay Bear #6918,Warm Grey,Hawaiian Shirt,Sarcastic,Barrel Sunglasses,Green,Runner Cap,Yum,12.27,1.78,9.65,2.11,4.5600000000000005,3.39,0.98,147,6.736975224769542e-11,0.98,4.962857142857142,7
147,Okay Bear #5935,White,Fur Coat,Annoyed,Circle Sunglasses,Sand,Black Bucket Hat,Ahh,12.65,0.38,13.089999999999998,2.82,8.18,4.12,1.13,148,6.757590026267573e-11,0.38,6.0528571428571425,7
148,Okay Bear #1232,Warm Grey,Tweed Suit,White Glow,Aviator Sunglasses,Green,Beret,Huh,12.27,0.88,3.4099999999999997,4.09,4.5600000000000005,2.92,3.44,149,6.897807315739423e-11,0.88,4.51,7
149,Okay Bear #6602,Grey,Vintage Shirt,Defeated,Barrel Sunglasses,Andean,Black Bucket Hat,Forced Smile,12.61,2.75,5.26,2.11,3.7699999999999996,4.12,1.16,150,6.934458210999174e-11,1.16,4.54,7
150,Okay Bear #9998,White,Suede Jacket,Sarcastic,Aviator Sunglasses,Lofi,Backwards Flat Cap,Toothpick,12.65,2.02,9.65,4.09,1.96,3.0300000000000002,1.16,151,6.947830349373144e-11,1.16,4.937142857142858,7
151,Okay Bear #5947,Warm Grey,Formal Vest,Disappointed,Flying Goggles,Sand,Rabbit Fur Hat,Hmm,12.27,1.5699999999999998,9.4,1.83,8.18,0.8500000000000001,3.02,152,6.958286891240868e-11,0.8500000000000001,5.302857142857143,7
152,Okay Bear #2810,White,Cord Tracksuit,Annoyed,Flying Goggles,Dark Brown,Sticky Note,Gaiter,12.65,1.39,13.089999999999998,1.83,12.68,2.3,0.5700000000000001,153,7.001933911005724e-11,0.5700000000000001,6.3585714285714285,7
153,Okay Bear #5375,Warm Grey,Torn Sleeveless Tee,White Glow,Wayfarer Sunglasses,Polar,Chullo,Ohh,12.27,3.15,3.4099999999999997,4.38,6.41,0.7799999999999999,2.4299999999999997,154,7.013624519281981e-11,0.7799999999999999,4.6899999999999995,7
154,Okay Bear #4560,Grey,Okay Hoodie,Golden Glow,Round Glasses,Ginger,Runner Cap,Ohh,12.61,1.5,1.9900000000000002,3.74,6.0600000000000005,3.39,2.4299999999999997,155,7.027641846551898e-11,1.5,4.531428571428571,7
155,Okay Bear #3073,Blue,Utility Vest,Sad,Clear Glasses,Black,Surf Bucket Hat,Sneer,12.520000000000001,1.97,5.07,4.07,4.95,1.3299999999999998,2.11,156,7.069882871510058e-11,1.3299999999999998,4.574285714285715,7
156,Okay Bear #9660,Blue,Suede Jacket,Okay,Pixel Glasses,Lofi,Ear Tag,Forced Smile,12.520000000000001,2.02,20.23,3.2,1.96,1.91,1.16,157,7.109662536781415e-11,1.16,6.142857142857143,7
157,Okay Bear #7514,Blue,Olive Windbreaker,Closed,Aviator Sunglasses,Dark Brown,Pom Pom Beanie,Honey,12.520000000000001,2.56,3.1,4.09,12.68,2.56,0.54,158,7.123317050415514e-11,0.54,5.435714285714285,7
158,Okay Bear #8563,Purple,Fur Coat,Closed,Wayfarer Sunglasses,Dark Brown,Mumford Hat,Proud,11.87,0.38,3.1,4.38,12.68,1.7500000000000002,5.28,159,7.175651607653761e-11,0.38,5.634285714285714,7
159,Okay Bear #478,Warm Grey,Urban Hoodie,Interested,Aviator Sunglasses,Red Panda,Flat Cap,Proud,12.27,1.2,6.710000000000001,4.09,2.76,1.22,5.28,160,7.184134792971419e-11,1.2,4.79,7
160,Okay Bear #1668,White,Golf Polo,White Glow,Aviator Sunglasses,Albino,Backwards Skate Cap,Sneer,12.65,2.0,3.4099999999999997,4.09,4.5600000000000005,2.12,2.11,161,7.197494920693441e-11,2.0,4.42,7
161,Okay Bear #6622,Cream,Striped Tee,White Glow,Aviator Sunglasses,Panda,Surf Bucket Hat,Sneer,13.26,3.5700000000000003,3.4099999999999997,4.09,3.9,1.3299999999999998,2.11,162,7.22583649950222e-11,1.3299999999999998,4.524285714285715,7
162,Okay Bear #3596,Grey,Cord Tracksuit,Defeated,,Robot,Army Hat,Worried,12.61,1.39,5.26,66.72,0.52,2.39,0.95,163,7.26267346622014e-11,0.52,12.834285714285715,6
163,Okay Bear #9218,Grey,Double Jacket,White Glow,Aviator Sunglasses,Wood,Classic Cap,Ohh,12.61,2.5100000000000002,3.4099999999999997,4.09,2.01,3.37,2.4299999999999997,164,7.26605577023152e-11,2.01,4.347142857142857,7
164,Okay Bear #7765,Cream,Overalls,Sarcastic,Pixel Glasses,Black,Sticky Note,Ahh,13.26,1.39,9.65,3.2,4.95,2.3,1.13,165,7.322292853761599e-11,1.13,5.125714285714286,7
165,Okay Bear #9215,Green,Summer Shirt,Disappointed,Mechanical Goggles,Sand,Army Hat,Oou,12.6,2.29,9.4,0.51,8.18,2.39,2.71,166,7.328659642251193e-11,0.51,5.44,7
166,Okay Bear #339,Green,Olive Windbreaker,Disappointed,Holographic,Pink,Black Bucket Hat,Pencil,12.6,2.56,9.4,1.71,4.26,4.12,0.8099999999999999,167,7.370998255853568e-11,0.8099999999999999,5.065714285714286,7
167,Okay Bear #4471,Blue,Sling Pack,Sad,Holographic,Red Panda,Earrings,Gah,12.520000000000001,2.1999999999999997,5.07,1.71,2.76,2.6599999999999997,4.26,168,7.468465810834829e-11,1.71,4.454285714285715,7
168,Okay Bear #2527,Blue,Olive Windbreaker,Closed,Punk Sunglasses,Pink,Backwards Flat Cap,Wheat,12.520000000000001,2.56,3.1,2.69,4.26,3.0300000000000002,2.17,169,7.486351761621198e-11,2.17,4.332857142857143,7
169,Okay Bear #1939,Grey,Fur Coat,Happy,Round Glasses,Grizzly,Head Cam,Raspberry,12.61,0.38,7.88,3.74,14.399999999999999,1.46,2.53,170,7.511598593219635e-11,0.38,6.142857142857143,7
170,Okay Bear #6073,Green,Black Tee,White Glow,Round Glasses,Red Panda,Mumford Hat,Raspberry,12.6,3.83,3.4099999999999997,3.74,2.76,1.7500000000000002,2.53,171,7.520781168026279e-11,1.7500000000000002,4.374285714285714,7
171,Okay Bear #447,White,Torn Tee,White Glow,Circle Sunglasses,Andean,Backwards Flat Cap,Proud,12.65,1.04,3.4099999999999997,2.82,3.7699999999999996,3.0300000000000002,5.28,172,7.630363951997527e-11,1.04,4.571428571428571,7
172,Okay Bear #2431,Blue,Travel Coat,Golden Glow,Circle Sunglasses,Black,Black Bucket Hat,Proud,12.520000000000001,1.01,1.9900000000000002,2.82,4.95,4.12,5.28,173,7.641246764151476e-11,1.01,4.670000000000001,7
173,Okay Bear #8659,Yellow,Scarf,Sarcastic,Wayfarer Sunglasses,Black,Rabbit Fur Hat,Oou,12.22,1.3,9.65,4.38,4.95,0.8500000000000001,2.71,174,7.656131736331651e-11,0.8500000000000001,5.151428571428572,7
174,Okay Bear #5673,Warm Grey,Sleeveless Tee,White Glow,Holographic,Tan,Worn Out Cap,Worried,12.27,2.86,3.4099999999999997,1.71,14.13,2.79,0.95,175,7.663568711768411e-11,0.95,5.445714285714286,7
175,Okay Bear #9666,White,Lumber Jacket,Robot,,Sand,Rubik's Cube,Raspberry,12.65,1.24,0.8699999999999999,66.72,8.18,0.41000000000000003,2.53,176,7.725830619748665e-11,0.41000000000000003,13.228571428571428,6
176,Okay Bear #891,Yellow,Pullover Windbreaker,Interested,Wayfarer Sunglasses,Albino,Army Hat,Drool,12.22,2.04,6.710000000000001,4.38,4.5600000000000005,2.39,0.97,177,7.745197237498959e-11,0.97,4.752857142857144,7
177,Okay Bear #6947,Green,Black Tee,Happy,Flying Goggles,Andean,Flat Cap,Ohh,12.6,3.83,7.88,1.83,3.7699999999999996,1.22,2.4299999999999997,178,7.777751813540654e-11,1.22,4.7942857142857145,7
178,Okay Bear #1032,Grey,Scarf,Golden Glow,Holographic,Grizzly,Flat Cap,Clean Smile,12.61,1.3,1.9900000000000002,1.71,14.399999999999999,1.22,7.969999999999999,179,7.810669650225312e-11,1.22,5.885714285714285,7
179,Okay Bear #8263,Grey,Torn Tee,Closed,,Grizzly,Rubik's Cube,Earphones,12.61,1.04,3.1,66.72,14.399999999999999,0.41000000000000003,0.49,180,7.847089142151168e-11,0.41000000000000003,14.11,6
180,Okay Bear #9716,Green,Leather Jacket,Closed,Round Glasses,Green,Okay Beanie,Hmm,12.6,1.3,3.1,3.74,4.5600000000000005,3.01,3.02,181,7.87200705555264e-11,1.3,4.475714285714285,7
181,Okay Bear #1707,Warm Grey,Scarf,Closed,Circle Sunglasses,Ginger,Visor,Hmm,12.27,1.3,3.1,2.82,6.0600000000000005,3.09,3.02,182,7.885636681198536e-11,1.3,4.522857142857143,7
182,Okay Bear #3649,Yellow,Scarf,Okay,Pixel Glasses,Wood,Runner Cap,Ahh,12.22,1.3,20.23,3.2,2.01,3.39,1.13,183,7.918348619143871e-11,1.13,6.211428571428572,7
183,Okay Bear #1192,Grey,Cord Tracksuit,Closed,Barrel Sunglasses,Tan,Bandana,Forced Smile,12.61,1.39,3.1,2.11,14.13,4.24,1.16,184,7.967829708868348e-11,1.16,5.534285714285715,7
184,Okay Bear #1917,Warm Grey,Tweed Suit,Spirited,Round Glasses,Panda,Army Hat,Huh,12.27,0.88,6.2,3.74,3.9,2.39,3.44,185,8.028076035462915e-11,0.88,4.688571428571429,7
185,Okay Bear #5966,Blue,Pullover Windbreaker,Sarcastic,Holographic,Lofi,Flat Cap,Clean Smile,12.520000000000001,2.04,9.65,1.71,1.96,1.22,7.969999999999999,186,8.032156161684075e-11,1.22,5.295714285714287,7
186,Okay Bear #2099,Blue,Striped Tee,White Glow,Round Glasses,Sand,Mumford Hat,Grimace,12.520000000000001,3.5700000000000003,3.4099999999999997,3.74,8.18,1.7500000000000002,0.9900000000000001,187,8.078394787634559e-11,0.9900000000000001,4.880000000000001,7
187,Okay Bear #82,Blue,Loose Overalls,Closed,Clear Glasses,Green,Flat Cap,Huh,12.520000000000001,2.68,3.1,4.07,4.5600000000000005,1.22,3.44,188,8.101740748529051e-11,1.22,4.512857142857143,7
188,Okay Bear #8117,White,Hooded Cardigan,Golden Glow,Aviator Sunglasses,Albino,Bandana,Raspberry,12.65,1.6099999999999999,1.9900000000000002,4.09,4.5600000000000005,4.24,2.53,189,8.108565073496764e-11,1.6099999999999999,4.524285714285715,7
189,Okay Bear #993,Yellow,Olive Windbreaker,Interested,Round Glasses,Blueprint,Ear Tag,Huh,12.22,2.56,6.710000000000001,3.74,1.58,1.91,3.44,190,8.149935850728492e-11,1.58,4.594285714285715,7
190,Okay Bear #8714,Green,Legacy Windbreaker,Interested,,Robot,Baker Boy Hat,Ahh,12.6,1.15,6.710000000000001,66.72,0.52,2.1399999999999997,1.13,191,8.157226167522432e-11,0.52,12.995714285714286,6
191,Okay Bear #8042,Cream,Okay Hoodie,Annoyed,Flying Goggles,Wood,Classic Cap,Raspberry,13.26,1.5,13.089999999999998,1.83,2.01,3.37,2.53,192,8.165297239262162e-11,1.5,5.369999999999999,7
192,Okay Bear #1983,Grey,Formal Vest,Interested,,Coral,Classic Cap,Eight Ball,12.61,1.5699999999999998,6.710000000000001,66.72,0.72,3.37,0.38,193,8.172205720955527e-11,0.38,13.154285714285715,6
193,Okay Bear #6471,Grey,Sling Pack,Sarcastic,Pixel Glasses,Green,Backwards Skate Cap,Grimace,12.61,2.1999999999999997,9.65,3.2,4.5600000000000005,2.12,0.9900000000000001,194,8.198812550522879e-11,0.9900000000000001,5.047142857142857,7
194,Okay Bear #7934,Purple,Travel Coat,Tired,Circle Sunglasses,Polar,Pencil,Haa,11.87,1.01,4.54,2.82,6.41,3.7900000000000005,2.1999999999999997,195,8.20345828870701e-11,1.01,4.662857142857143,7
195,Okay Bear #2466,Purple,Olive Windbreaker,Sad,Punk Sunglasses,Sand,Pom Pom Beanie,Worried,11.87,2.56,5.07,2.69,8.18,2.56,0.95,196,8.244565978585498e-11,0.95,4.839999999999999,7
196,Okay Bear #314,White,Scarf,Okay,Aviator Sunglasses,Sand,Chullo,Worried,12.65,1.3,20.23,4.09,8.18,0.7799999999999999,0.95,197,8.247542843409869e-11,0.7799999999999999,6.882857142857143,7
197,Okay Bear #9112,White,Vintage Shirt,Defeated,Pixel Glasses,Panda,Book,Gah,12.65,2.75,5.26,3.2,3.9,0.86,4.26,198,8.366264663327999e-11,0.86,4.697142857142857,7
198,Okay Bear #4952,Yellow,Leather Jacket,Spirited,Circle Sunglasses,Ginger,Baker Boy Hat,Beaming Smile,12.22,1.3,6.2,2.82,6.0600000000000005,2.1399999999999997,2.33,199,8.392622221290528e-11,1.3,4.724285714285714,7
199,Okay Bear #4908,Yellow,,Closed,Holographic,Lofi,Surf Bucket Hat,Raspberry,12.22,19.650000000000002,3.1,1.71,1.96,1.3299999999999998,2.53,200,8.394982561657691e-11,1.3299999999999998,6.071428571428572,6
200,Okay Bear #5802,Yellow,Autumn Sweater,Sad,Punk Sunglasses,Grizzly,Book,Beaming Smile,12.22,1.7500000000000002,5.07,2.69,14.399999999999999,0.86,2.33,201,8.41562467448976e-11,0.86,5.617142857142857,7
201,Okay Bear #4776,Purple,Silk Robe,Happy,Circle Sunglasses,Sand,Worn Out Cap,Beaming Smile,11.87,0.6,7.88,2.82,8.18,2.79,2.33,202,8.415709255142753e-11,0.6,5.21,7
202,Okay Bear #2743,Warm Grey,Denim Jacket,Robot,,Green,Okay Beanie,Worried,12.27,0.91,0.8699999999999999,66.72,4.5600000000000005,3.01,0.95,203,8.451157370271032e-11,0.8699999999999999,12.755714285714287,6
203,Okay Bear #3878,Cream,Silk Robe,Happy,Clear Glasses,Pink,Worn Out Beanie,Hmm,13.26,0.6,7.88,4.07,4.26,2.6,3.02,204,8.535034701528191e-11,0.6,5.098571428571428,7
204,Okay Bear #6188,Warm Grey,Hooded Cardigan,Happy,Pixel Glasses,Red Panda,Chullo,Clean Smile,12.27,1.6099999999999999,7.88,3.2,2.76,0.7799999999999999,7.969999999999999,205,8.546900355050801e-11,0.7799999999999999,5.21,7
205,Okay Bear #5570,Yellow,Camel Coat,Happy,Punk Sunglasses,Red Panda,Black Bucket Hat,Raspberry,12.22,1.16,7.88,2.69,2.76,4.12,2.53,206,8.644393177378085e-11,1.16,4.765714285714286,7
206,Okay Bear #1034,Yellow,,Happy,Punk Sunglasses,Coral,Army Hat,Grimace,12.22,19.650000000000002,7.88,2.69,0.72,2.39,0.9900000000000001,207,8.671172981958116e-11,0.72,6.6485714285714295,6
207,Okay Bear #1339,Cream,Formal Vest,Spirited,Round Glasses,Wood,Backwards Flat Cap,Hmm,13.26,1.5699999999999998,6.2,3.74,2.01,3.0300000000000002,3.02,208,8.878755507156851e-11,1.5699999999999998,4.6899999999999995,7
208,Okay Bear #8895,Green,Black Suit,Sarcastic,Flying Goggles,Dark Brown,Classic Cap,Raspberry,12.6,0.37,9.65,1.83,12.68,3.37,2.53,209,8.900621804292372e-11,0.37,6.147142857142858,7
209,Okay Bear #4791,Cream,Okay Hoodie,Closed,Mechanical Goggles,Grizzly,Book,Okay,13.26,1.5,3.1,0.51,14.399999999999999,0.86,23.05,210,8.976324125808e-11,0.51,8.097142857142858,7
210,Okay Bear #1549,Yellow,Loose Overalls,Happy,Aviator Sunglasses,Wood,Mumford Hat,Ohh,12.22,2.68,7.88,4.09,2.01,1.7500000000000002,2.4299999999999997,211,9.021856294950408e-11,1.7500000000000002,4.722857142857143,7
211,Okay Bear #9535,Grey,Loose Overalls,Disappointed,Round Glasses,Andean,Mumford Hat,Forced Smile,12.61,2.68,9.4,3.74,3.7699999999999996,1.7500000000000002,1.16,212,9.092571493285279e-11,1.16,5.015714285714286,7
212,Okay Bear #8255,Blue,Camel Coat,Defeated,Circle Sunglasses,Blueprint,Beret,Wry,12.520000000000001,1.16,5.26,2.82,1.58,2.92,9.22,213,9.163640226626734e-11,1.16,5.068571428571429,7
213,Okay Bear #4347,Cream,Tech Jacket,Golden Glow,Flying Goggles,Tan,,Yoyo,13.26,1.04,1.9900000000000002,1.83,14.13,26.979999999999997,0.48,214,9.189806649459472e-11,0.48,8.53,6
214,Okay Bear #1565,Cream,Vintage Windbreaker,Closed,Wayfarer Sunglasses,Black,Skate Cap,Yum,13.26,1.9300000000000002,3.1,4.38,4.95,5.510000000000001,0.98,215,9.287942345886205e-11,0.98,4.872857142857143,7
215,Okay Bear #3448,Cream,Tech Jacket,Wide Eyed,,Red Panda,Mumford Hat,Pencil,13.26,1.04,2.6,66.72,2.76,1.7500000000000002,0.8099999999999999,216,9.359192902026239e-11,0.8099999999999999,12.705714285714285,6
216,Okay Bear #6488,Warm Grey,Autumn Sweater,Okay,Circle Sunglasses,Blueprint,Sticky Note,Sneer,12.27,1.7500000000000002,20.23,2.82,1.58,2.3,2.11,217,9.392797961141493e-11,1.58,6.151428571428572,7
217,Okay Bear #8188,Purple,Loose Overalls,Closed,Wayfarer Sunglasses,Andean,Earrings,Wheat,11.87,2.68,3.1,4.38,3.7699999999999996,2.6599999999999997,2.17,218,9.399484542306331e-11,2.17,4.375714285714286,7
218,Okay Bear #9928,Cream,Tweed Suit,Defeated,Circle Sunglasses,Tan,Mumford Hat,Haa,13.26,0.88,5.26,2.82,14.13,1.7500000000000002,2.1999999999999997,219,9.41594558512608e-11,0.88,5.757142857142857,7
219,Okay Bear #6747,White,Aviator Jacket,Sad,Aviator Sunglasses,Black,Flat Cap,Clean Smile,12.65,0.75,5.07,4.09,4.95,1.22,7.969999999999999,220,9.469049944598887e-11,0.75,5.242857142857142,7
220,Okay Bear #1841,Green,Urban Hoodie,Spirited,Flying Goggles,Ginger,Baker Boy Hat,Gah,12.6,1.2,6.2,1.83,6.0600000000000005,2.1399999999999997,4.26,221,9.477429598183678e-11,1.2,4.898571428571429,7
221,Okay Bear #5749,White,Scarf,Defeated,Flying Goggles,Black,Sweatband,Huh,12.65,1.3,5.26,1.83,4.95,3.52,3.44,222,9.48805113649536e-11,1.3,4.707142857142857,7
222,Okay Bear #802,Purple,Striped Tee,Spirited,Barrel Sunglasses,Ginger,Beret,Drool,11.87,3.5700000000000003,6.2,2.11,6.0600000000000005,2.92,0.97,223,9.51525189486739e-11,0.97,4.814285714285715,7
223,Okay Bear #3875,Yellow,Autumn Sweater,White Glow,Snow Goggles,Black,,Pencil,12.22,1.7500000000000002,3.4099999999999997,1.21,4.95,26.979999999999997,0.8099999999999999,224,9.545115041497035e-11,0.8099999999999999,7.332857142857142,6
224,Okay Bear #8020,Green,Camel Coat,Interested,Clear Glasses,Sand,Visor,Worried,12.6,1.16,6.710000000000001,4.07,8.18,3.09,0.95,225,9.584751379546729e-11,0.95,5.251428571428571,7
225,Okay Bear #1997,White,Polo with Headphones,White Glow,Flying Goggles,Grizzly,Mumford Hat,Gah,12.65,1.1400000000000001,3.4099999999999997,1.83,14.399999999999999,1.7500000000000002,4.26,226,9.6607531550376e-11,1.1400000000000001,5.634285714285714,7
226,Okay Bear #5389,Grey,Olive Windbreaker,Okay,Punk Sunglasses,Panda,Rubik's Cube,Huh,12.61,2.56,20.23,2.69,3.9,0.41000000000000003,3.44,227,9.662958647275317e-11,0.41000000000000003,6.548571428571429,7
