name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity
Okay Bear #1155,Blue,Black Tee,Okay,,Polar,Ear Tag,Clean Smile,0.1252,0.0641,0.0797,0.2023,0.0383,0.6672,0.0191
Okay Bear #1156,Green,,Disappointed,,Tan,,Proud,0.126,0.1413,0.0528,0.094,0.1965,0.6672,0.2698
Okay Bear #1157,Warm Grey,Denim Jacket,Defeated,,Andean,,Ohh,0.1227,0.0377,0.0243,0.0526,0.0091,0.6672,0.2698
Okay Bear #1158,Purple,Golf Polo,Sad,,Tan,Pencil,Okay,0.1187,0.1413,0.2305,0.0507,0.02,0.6672,0.0379
Okay Bear #1159,Cream,Black Tee,Annoyed,,Black,Flat Cap,Okay,0.1326,0.0495,0.2305,0.1309,0.0383,0.6672,0.0122
Okay Bear #116,Warm Grey,Black Tee,Okay,,Black,Pencil,Okay,0.1227,0.0495,0.2305,0.2023,0.0383,0.6672,0.0379
Okay Bear #1160,Yellow,Coat with Headphones,Robot,,Green,,Gah,0.1222,0.0456,0.0426,0.0087,0.009,0.6672,0.2698
Okay Bear #1161,Blue,,Spirited,Pixel Glasses,Panda,,Okay,0.1252,0.039,0.2305,0.062,0.1965,0.032,0.2698
Okay Bear #1162,Grey,Faded Denim Jacket,Interested,Pixel Glasses,Tan,Runner Cap,Huh,0.1261,0.1413,0.0344,0.0671,0.0193,0.032,0.0339
Okay Bear #1163,Grey,Wool Overcoat,Interested,,Albino,Sweatband,Pouting,0.1261,0.0456,0.1231,0.0671,0.012,0.6672,0.0352
Okay Bear #1164,Blue,Overalls,Happy,Aviator Sunglasses,Polar,Bandana,Raspberry,0.1252,0.0641,0.0253,0.0788,0.0139,0.0409,0.0424
Okay Bear #1165,Blue,Olive Windbreaker,Interested,Punk Sunglasses,Dark Brown,Earrings,Proud,0.1252,0.1268,0.0528,0.0671,0.0256,0.0269,0.0266
Okay Bear #1166,Warm Grey,Pullover Windbreaker,Okay,,Robot,Pencil,Yawn,0.1227,0.0052,0.0083,0.2023,0.0204,0.6672,0.0379
Okay Bear #1167,Blue,Okay Hoodie,Interested,Round Glasses,Dark Brown,Backwards Flat Cap,Clean Smile,0.1252,0.1268,0.0797,0.0671,0.015,0.0374,0.0303
Okay Bear #1168,Purple,,Sad,,Dark Brown,,Okay,0.1187,0.1268,0.2305,0.0507,0.1965,0.6672,0.2698
Okay Bear #1169,Warm Grey,Vintage Windbreaker,Disappointed,,Lofi,Army Hat,Proud,0.1227,0.0196,0.0528,0.094,0.0193,0.6672,0.0239
Okay Bear #117,Green,Autumn Sweater,Defeated,Mechanical Goggles,Albino,Bandana,Wry,0.126,0.0456,0.0922,0.0526,0.0175,0.0051,0.0424
Okay Bear #1170,Purple,Vintage Shirt,Happy,,Dark Brown,Runner Cap,Raspberry,0.1187,0.1268,0.0253,0.0788,0.0275,0.6672,0.0339
Okay Bear #1171,Blue,Denim Jacket,Sarcastic,,Sand,Skate Cap,Gah,0.1252,0.0818,0.0426,0.0965,0.0091,0.6672,0.0551
Okay Bear #1172,Purple,Loose Overalls,Okay,,Red Panda,Worn Out Beanie,Okay,0.1187,0.0276,0.2305,0.2023,0.0268,0.6672,0.026
Okay Bear #1173,White,Urban Hoodie,Okay,Circle Sunglasses,Albino,Skate Cap,Wheat,0.1265,0.0456,0.0217,0.2023,0.012,0.0282,0.0551
Okay Bear #1174,Grey,Okay Tee,Spirited,,Green,Okay Beanie,Okay,0.1261,0.0456,0.2305,0.062,0.0273,0.6672,0.0301
Okay Bear #1175,Warm Grey,Overalls,Annoyed,,Grizzly,,Gah,0.1227,0.144,0.0426,0.1309,0.0139,0.6672,0.2698
Okay Bear #1176,Grey,Silk Robe,Disappointed,,Tan,,Clean Smile,0.1261,0.1413,0.0797,0.094,0.006,0.6672,0.2698
Okay Bear #1177,Grey,Faded Denim Jacket,Okay,,Tan,,Gah,0.1261,0.1413,0.0426,0.2023,0.0193,0.6672,0.2698
Okay Bear #1178,Blue,Torn Sleeveless Tee,Defeated,,Grizzly,,Clean Smile,0.1252,0.144,0.0797,0.0526,0.0315,0.6672,0.2698
Okay Bear #1179,White,Hooded Cardigan,Annoyed,Round Glasses,Sand,Sweatband,Raspberry,0.1265,0.0818,0.0253,0.1309,0.0161,0.0374,0.0352
Okay Bear #118,Yellow,Vintage Shirt,Annoyed,,Tan,Army Hat,Hmm,0.1222,0.1413,0.0302,0.1309,0.0275,0.6672,0.0239
Okay Bear #1180,Purple,Torn Sleeveless Tee,Defeated,,Polar,Beret,Asparagus,0.1187,0.0641,0.0076,0.0526,0.0315,0.6672,0.0292
Okay Bear #1181,Purple,Sleeveless Tee,Disappointed,Circle Sunglasses,Sand,,Pouting,0.1187,0.0818,0.1231,0.094,0.0286,0.0282,0.2698
Okay Bear #1182,Warm Grey,Aviator Jacket,Happy,,Sand,,Okay,0.1227,0.0818,0.2305,0.0788,0.0075,0.6672,0.2698
Okay Bear #1183,Purple,Torn Sleeveless Tee,Sarcastic,,Grizzly,,Okay,0.1187,0.144,0.2305,0.0965,0.0315,0.6672,0.2698
Okay Bear #1184,Green,Black Tee,Annoyed,,Dark Brown,Sweatband,Okay,0.126,0.1268,0.2305,0.1309,0.0383,0.6672,0.0352
Okay Bear #1185,Warm Grey,Black Tee,Sad,,Tan,,Hmm,0.1227,0.1413,0.0302,0.0507,0.0383,0.6672,0.2698
Okay Bear #1186,Green,Torn Tee,Interested,Holographic,Pink,Visor,Okay,0.126,0.0426,0.2305,0.0671,0.0104,0.0171,0.0309
Okay Bear #1187,Grey,Puffer Jacket,Interested,,Pink,Runner Cap,Wry,0.1261,0.0426,0.0922,0.0671,0.0227,0.6672,0.0339
Okay Bear #1188,Grey,Hoodie with Headphones,Wide Eyed,,Green,Black Bucket Hat,Haa,0.1261,0.0456,0.022,0.026,0.0227,0.6672,0.0412
Okay Bear #1189,Warm Grey,Vintage Windbreaker,Interested,Holographic,Grizzly,Mumford Hat,Clean Smile,0.1227,0.144,0.0797,0.0671,0.0193,0.0171,0.0175
Okay Bear #119,Green,,Sarcastic,,Grizzly,Baker Boy Hat,Beaming Smile,0.126,0.144,0.0233,0.0965,0.1965,0.6672,0.0214
Okay Bear #1190,Cream,Black Tee,Wide Eyed,,Black,Bandana,Beaming Smile,0.1326,0.0495,0.0233,0.026,0.0383,0.6672,0.0424
Okay Bear #1191,White,Formal Vest,Happy,,Albino,Sweatband,Sneer,0.1265,0.0456,0.0211,0.0788,0.0157,0.6672,0.0352
Okay Bear #1192,Grey,Cord Tracksuit,Closed,Barrel Sunglasses,Tan,Bandana,Forced Smile,0.1261,0.1413,0.0116,0.031,0.0139,0.0211,0.0424
Okay Bear #1193,Green,,Wide Eyed,,Grizzly,Rabbit Fur Hat,Drool,0.126,0.144,0.0097,0.026,0.1965,0.6672,0.0085
Okay Bear #1194,Purple,Summer Shirt,Disappointed,,Ginger,Ear Tag,Pencil,0.1187,0.0606,0.0081,0.094,0.0229,0.6672,0.0191
Okay Bear #1195,Grey,,Sarcastic,,Black,Worn Out Cap,Okay,0.1261,0.0495,0.2305,0.0965,0.1965,0.6672,0.0279
Okay Bear #1196,Warm Grey,Travel Coat,Disappointed,VR Headset,Wood,,Wry,0.1227,0.0201,0.0922,0.094,0.0101,0.0092,0.2698
Okay Bear #1197,Grey,Faded Denim Jacket,Sad,,Tan,Bandana,Wheat,0.1261,0.1413,0.0217,0.0507,0.0193,0.6672,0.0424
Okay Bear #1198,Yellow,Autumn Sweater,Tired,,Ginger,Okay Beanie,Oou,0.1222,0.0606,0.0271,0.0454,0.0175,0.6672,0.0301
Okay Bear #1199,Green,Summer Shirt,Spirited,Wayfarer Sunglasses,Sand,,Wry,0.126,0.0818,0.0922,0.062,0.0229,0.0438,0.2698
Okay Bear #12,Yellow,Pullover Windbreaker,Annoyed,,Grizzly,Worn Out Beanie,Huh,0.1222,0.144,0.0344,0.1309,0.0204,0.6672,0.026
Okay Bear #120,Purple,Hooded Cardigan,Closed,,Grizzly,Pom Pom Beanie,Worried,0.1187,0.144,0.0095,0.031,0.0161,0.6672,0.0256
Okay Bear #1200,White,Vintage Windbreaker,Okay,,Wood,Black Bucket Hat,Clean Smile,0.1265,0.0201,0.0797,0.2023,0.0193,0.6672,0.0412
Okay Bear #1201,Yellow,,Disappointed,,Black,Earrings,Okay,0.1222,0.0495,0.2305,0.094,0.1965,0.6672,0.0266
Okay Bear #1202,White,,White Glow,,Ginger,Backwards Flat Cap,Gah,0.1265,0.0606,0.0426,0.0341,0.1965,0.6672,0.0303
Okay Bear #1203,Purple,Hawaiian Shirt,Tired,,Wood,Ear Tag,Oou,0.1187,0.0201,0.0271,0.0454,0.0178,0.6672,0.0191
Okay Bear #1204,Grey,,Sarcastic,,Coral,Bandana,Clean Smile,0.1261,0.0072,0.0797,0.0965,0.1965,0.6672,0.0424
Okay Bear #1205,White,Loose Overalls,Spirited,,Pink,Backwards Flat Cap,Okay,0.1265,0.0426,0.2305,0.062,0.0268,0.6672,0.0303
Okay Bear #1206,Cream,Tweed Suit,Tired,Punk Sunglasses,Grizzly,Sticky Note,Haa,0.1326,0.144,0.022,0.0454,0.0088,0.0269,0.023
Okay Bear #1207,Yellow,Hooded Cardigan,Disappointed,,Ginger,Flat Hat,Okay,0.1222,0.0606,0.2305,0.094,0.0161,0.6672,0.029
Okay Bear #1208,Yellow,Travel Coat,Okay,,Tan,Worn Out Cap,Pouting,0.1222,0.1413,0.1231,0.2023,0.0101,0.6672,0.0279
Okay Bear #1209,Grey,,Annoyed,Barrel Sunglasses,Grizzly,,Okay,0.1261,0.144,0.2305,0.1309,0.1965,0.0211,0.2698
Okay Bear #121,Green,Hoodie with Headphones,Defeated,,Pink,Army Hat,Wheat,0.126,0.0426,0.0217,0.0526,0.0227,0.6672,0.0239
Okay Bear #1210,Grey,Winter Scarf,Spirited,,Pink,Classic Cap,Okay,0.1261,0.0426,0.2305,0.062,0.006,0.6672,0.0337
Okay Bear #1211,Warm Grey,Travel Coat,Disappointed,Wayfarer Sunglasses,Panda,Pom Pom Beanie,Okay,0.1227,0.039,0.2305,0.094,0.0101,0.0438,0.0256
Okay Bear #1212,Blue,Travel Coat,Annoyed,,Pink,Worn Out Beanie,Okay,0.1252,0.0426,0.2305,0.1309,0.0101,0.6672,0.026
Okay Bear #1213,Cream,Overalls,Sad,Punk Sunglasses,Albino,Pencil,Okay,0.1326,0.0456,0.2305,0.0507,0.0139,0.0269,0.0379
Okay Bear #1214,Grey,Olive Windbreaker,Tired,,Grizzly,Flat Hat,Okay,0.1261,0.144,0.2305,0.0454,0.0256,0.6672,0.029
Okay Bear #1215,Purple,Striped Tee,Annoyed,,Dark Brown,Baker Boy Hat,Pencil,0.1187,0.1268,0.0081,0.1309,0.0357,0.6672,0.0214
Okay Bear #1216,White,Denim Jacket,Sarcastic,Aviator Sunglasses,Sand,Baker Boy Hat,Wry,0.1265,0.0818,0.0922,0.0965,0.0091,0.0409,0.0214
Okay Bear #1217,Warm Grey,Black Suit,Interested,,Polar,Okay Beanie,Hmm,0.1227,0.0641,0.0302,0.0671,0.0037,0.6672,0.0301
Okay Bear #1218,Purple,Double Jacket,Spirited,,Green,Visor,Eight Ball,0.1187,0.0456,0.0038,0.062,0.0251,0.6672,0.0309
Okay Bear #1219,Purple,Summer Shirt,Closed,,Coral,,Yawn,0.1187,0.0072,0.0083,0.031,0.0229,0.6672,0.2698
Okay Bear #122,Purple,Hawaiian Shirt,Annoyed,,Grizzly,Runner Cap,Gah,0.1187,0.144,0.0426,0.1309,0.0178,0.6672,0.0339
Okay Bear #1220,Warm Grey,,Sad,Pixel Glasses,Sand,Runner Cap,Okay,0.1227,0.0818,0.2305,0.0507,0.1965,0.032,0.0339
Okay Bear #1221,Green,Travel Coat,Spirited,Round Glasses,Pink,Ear Tag,Yum,0.126,0.0426,0.0098,0.062,0.0101,0.0374,0.0191
Okay Bear #1222,Purple,Suede Jacket,Defeated,Snow Goggles,Dark Brown,,Okay,0.1187,0.1268,0.2305,0.0526,0.0202,0.0121,0.2698
Okay Bear #1223,Cream,Striped Tee,Tired,,Tan,Black Bucket Hat,Wry,0.1326,0.1413,0.0922,0.0454,0.0357,0.6672,0.0412
Okay Bear #1224,Purple,Vintage Windbreaker,Sarcastic,,Sand,,Okay,0.1187,0.0818,0.2305,0.0965,0.0193,0.6672,0.2698
Okay Bear #1225,Purple,Double Jacket,Annoyed,,Green,Flat Hat,Wheat,0.1187,0.0456,0.0217,0.1309,0.0251,0.6672,0.029
Okay Bear #1226,Grey,Overalls,Wide Eyed,Snow Goggles,Grizzly,,Wry,0.1261,0.144,0.0922,0.026,0.0139,0.0121,0.2698
Okay Bear #1227,Warm Grey,Torn Sleeveless Tee,Closed,,Panda,Pencil,Wry,0.1227,0.039,0.0922,0.031,0.0315,0.6672,0.0379
Okay Bear #1228,Warm Grey,Loose Overalls,Okay,,Sun,Runner Cap,Ugh,0.1227,0.0259,0.0151,0.2023,0.0268,0.6672,0.0339
Okay Bear #1229,Purple,Hooded Cardigan,Happy,,Ginger,,Pouting,0.1187,0.0606,0.1231,0.0788,0.0161,0.6672,0.2698
Okay Bear #123,Grey,Torn Tee,Annoyed,,Panda,Okay Beanie,Grimace,0.1261,0.039,0.0099,0.1309,0.0104,0.6672,0.0301
Okay Bear #1230,Cream,Torn Sleeveless Tee,Spirited,Mechanical Goggles,Andean,Black Bucket Hat,Oou,0.1326,0.0377,0.0271,0.062,0.0315,0.0051,0.0412
Okay Bear #1231,Blue,,Disappointed,,Dark Brown,Classic Cap,Clean Smile,0.1252,0.1268,0.0797,0.094,0.1965,0.6672,0.0337
Okay Bear #1232,Warm Grey,Tweed Suit,White Glow,Aviator Sunglasses,Green,Beret,Huh,0.1227,0.0456,0.0344,0.0341,0.0088,0.0409,0.0292
Okay Bear #1233,Cream,,Happy,Punk Sunglasses,Sand,Mumford Hat,Oou,0.1326,0.0818,0.0271,0.0788,0.1965,0.0269,0.0175
Okay Bear #1234,Blue,Urban Hoodie,Sad,,Wood,,Haa,0.1252,0.0201,0.022,0.0507,0.012,0.6672,0.2698
Okay Bear #1235,Warm Grey,Faded Denim Jacket,Sarcastic,,Grizzly,Beret,Ahh,0.1227,0.144,0.0113,0.0965,0.0193,0.6672,0.0292
Okay Bear #1236,Cream,Okay Tee,Disappointed,Clear Glasses,Green,Sweatband,Pouting,0.1326,0.0456,0.1231,0.094,0.0273,0.0407,0.0352
Okay Bear #1237,Blue,Striped Tee,White Glow,Wayfarer Sunglasses,Grizzly,Sweatband,Wry,0.1252,0.144,0.0922,0.0341,0.0357,0.0438,0.0352
Okay Bear #1238,Warm Grey,Striped Tee,Okay,Wayfarer Sunglasses,Tan,Flat Cap,Toothpick,0.1227,0.1413,0.0116,0.2023,0.0357,0.0438,0.0122
Okay Bear #1239,Cream,Overalls,Annoyed,,Sand,Classic Cap,Okay,0.1326,0.0818,0.2305,0.1309,0.0139,0.6672,0.0337
Okay Bear #124,Yellow,Cord Tracksuit,Spirited,,Green,Beret,Pouting,0.1222,0.0456,0.1231,0.062,0.0139,0.6672,0.0292
Okay Bear #1240,Warm Grey,Utility Vest,Defeated,Punk Sunglasses,Dark Brown,Flat Cap,Okay,0.1227,0.1268,0.2305,0.0526,0.0197,0.0269,0.0122
Okay Bear #1241,White,Black Tee,Disappointed,Wayfarer Sunglasses,Tan,,Wry,0.1265,0.1413,0.0922,0.094,0.0383,0.0438,0.2698
Okay Bear #1242,Cream,Woven Sweater,Annoyed,,Pink,,Wheat,0.1326,0.0426,0.0217,0.1309,0.0208,0.6672,0.2698
Okay Bear #1243,Blue,Hooded Cardigan,Annoyed,Round Glasses,Pink,Baker Boy Hat,Pouting,0.1252,0.0426,0.1231,0.1309,0.0161,0.0374,0.0214
Okay Bear #1244,White,Puffer Jacket,Tired,,Dark Brown,Army Hat,Yawn,0.1265,0.1268,0.0083,0.0454,0.0227,0.6672,0.0239
Okay Bear #1245,Blue,Hooded Cardigan,Closed,,Lofi,Worn Out Cap,Raspberry,0.1252,0.0196,0.0253,0.031,0.0161,0.6672,0.0279
Okay Bear #1246,White,,Tired,,Wood,,Huh,0.1265,0.0201,0.0344,0.0454,0.1965,0.6672,0.2698
Okay Bear #1247,Yellow,Olive Windbreaker,Happy,,Blueprint,Backwards Skate Cap,Pouting,0.1222,0.0158,0.1231,0.0788,0.0256,0.6672,0.0212
Okay Bear #1248,Yellow,Okay Tee,Golden Glow,,Grizzly,Runner Cap,Okay,0.1222,0.144,0.2305,0.0199,0.0273,0.6672,0.0339
Okay Bear #1249,Blue,Woven Sweater,White Glow,Pixel Glasses,Tan,Black Bucket Hat,Huh,0.1252,0.1413,0.0344,0.0341,0.0208,0.032,0.0412
Okay Bear #125,Yellow,Legacy Windbreaker,Sarcastic,,Tan,Runner Cap,Sneer,0.1222,0.1413,0.0211,0.0965,0.0115,0.6672,0.0339
Okay Bear #1250,Green,Olive Windbreaker,Sarcastic,,Red Panda,Sticky Note,Haa,0.126,0.0276,0.022,0.0965,0.0256,0.6672,0.023
Okay Bear #1251,Green,Vintage Shirt,Interested,,Lofi,Backwards Flat Cap,Pouting,0.126,0.0196,0.1231,0.0671,0.0275,0.6672,0.0303
Okay Bear #1252,Yellow,Utility Vest,Sarcastic,,Black,Runner Cap,Toothpick,0.1222,0.0495,0.0116,0.0965,0.0197,0.6672,0.0339
Okay Bear #1253,Cream,,Wide Eyed,Clear Glasses,Polar,Baker Boy Hat,Wheat,0.1326,0.0641,0.0217,0.026,0.1965,0.0407,0.0214
Okay Bear #1254,Yellow,Scarf,Sarcastic,,Panda,Visor,Pouting,0.1222,0.039,0.1231,0.0965,0.013,0.6672,0.0309
Okay Bear #1255,Yellow,Suede Jacket,Annoyed,,Dark Brown,Flat Hat,Okay,0.1222,0.1268,0.2305,0.1309,0.0202,0.6672,0.029
Okay Bear #1256,Warm Grey,Vintage Shirt,Sad,,Tan,Pencil,Okay,0.1227,0.1413,0.2305,0.0507,0.0275,0.6672,0.0379
Okay Bear #1257,Warm Grey,Utility Vest,Okay,,Polar,Sticky Note,Cassette,0.1227,0.0641,0.0025,0.2023,0.0197,0.6672,0.023
Okay Bear #1258,Yellow,Coat with Headphones,Okay,,Andean,Classic Cap,Gah,0.1222,0.0377,0.0426,0.2023,0.009,0.6672,0.0337
Okay Bear #1259,Cream,,Okay,,Black,Earrings,Wry,0.1326,0.0495,0.0922,0.2023,0.1965,0.6672,0.0266
Okay Bear #126,Blue,Sling Pack,Okay,Aviator Sunglasses,Blueprint,Head Cam,Okay,0.1252,0.0158,0.2305,0.2023,0.022,0.0409,0.0146
Okay Bear #1260,White,Torn Sleeveless Tee,Defeated,Clear Glasses,Ginger,Worn Out Beanie,Clean Smile,0.1265,0.0606,0.0797,0.0526,0.0315,0.0407,0.026
Okay Bear #1261,Blue,Overalls,Wide Eyed,,Sand,Flat Hat,Ahh,0.1252,0.0818,0.0113,0.026,0.0139,0.6672,0.029
Okay Bear #1262,Warm Grey,,Annoyed,,Grizzly,Flat Cap,Ahh,0.1227,0.144,0.0113,0.1309,0.1965,0.6672,0.0122
Okay Bear #1263,Warm Grey,Okay Tee,Tired,Aviator Sunglasses,Polar,,Worried,0.1227,0.0641,0.0095,0.0454,0.0273,0.0409,0.2698
Okay Bear #1264,Yellow,,Okay,VR Headset,Tan,,Okay,0.1222,0.1413,0.2305,0.2023,0.1965,0.0092,0.2698
Okay Bear #1265,Yellow,Sleeveless Tee,Okay,,Andean,Worn Out Beanie,Hmm,0.1222,0.0377,0.0302,0.2023,0.0286,0.6672,0.026
Okay Bear #1266,Cream,Hoodie with Headphones,Sarcastic,,Dark Brown,Visor,Pouting,0.1326,0.1268,0.1231,0.0965,0.0227,0.6672,0.0309
Okay Bear #1267,Blue,Black Tee,Annoyed,,Sun,Runner Cap,Eight Ball,0.1252,0.0259,0.0038,0.1309,0.0383,0.6672,0.0339
Okay Bear #1268,Grey,Autumn Sweater,Interested,,Tan,Flat Hat,Wry,0.1261,0.1413,0.0922,0.0671,0.0175,0.6672,0.029
Okay Bear #1269,Grey,Summer Shirt,Closed,,Polar,Runner Cap,Haa,0.1261,0.0641,0.022,0.031,0.0229,0.6672,0.0339
Okay Bear #127,Cream,Silk Robe,Disappointed,Aviator Sunglasses,Dark Brown,Baker Boy Hat,Wry,0.1326,0.1268,0.0922,0.094,0.006,0.0409,0.0214
Okay Bear #1270,Yellow,,Annoyed,Aviator Sunglasses,Blueprint,,Raspberry,0.1222,0.0158,0.0253,0.1309,0.1965,0.0409,0.2698
Okay Bear #1271,Warm Grey,Black Tee,Sarcastic,,Andean,,Pouting,0.1227,0.0377,0.1231,0.0965,0.0383,0.6672,0.2698
Okay Bear #1272,Purple,Suede Jacket,Annoyed,Aviator Sunglasses,Red Panda,Runner Cap,Raspberry,0.1187,0.0276,0.0253,0.1309,0.0202,0.0409,0.0339
Okay Bear #1273,Warm Grey,Insulated Jacket,Annoyed,Circle Sunglasses,Red Panda,Skate Cap,Okay,0.1227,0.0276,0.2305,0.1309,0.0155,0.0282,0.0551
Okay Bear #1274,Purple,Sleeveless Tee,Tired,Aviator Sunglasses,Panda,Classic Cap,Ugh,0.1187,0.039,0.0151,0.0454,0.0286,0.0409,0.0337
Okay Bear #1275,Purple,Okay Tee,Okay,Clear Glasses,Dark Brown,Okay Beanie,Pouting,0.1187,0.1268,0.1231,0.2023,0.0273,0.0407,0.0301
Okay Bear #1276,Green,Torn Sleeveless Tee,Okay,Round Glasses,Sand,Pencil,Yoyo,0.126,0.0818,0.0048,0.2023,0.0315,0.0374,0.0379
Okay Bear #1277,Yellow,Coat with Headphones,Disappointed,Aviator Sunglasses,Grizzly,,Okay,0.1222,0.144,0.2305,0.094,0.009,0.0409,0.2698
Okay Bear #1278,Green,Okay Tee,Tired,Clear Glasses,Green,Sticky Note,Gah,0.126,0.0456,0.0426,0.0454,0.0273,0.0407,0.023
Okay Bear #1279,Grey,Faded Denim Jacket,Defeated,,Tan,Sweatband,Wry,0.1261,0.1413,0.0922,0.0526,0.0193,0.6672,0.0352
Okay Bear #128,Cream,Olive Windbreaker,Okay,,Tan,,Eight Ball,0.1326,0.1413,0.0038,0.2023,0.0256,0.6672,0.2698
Okay Bear #1280,Green,Faded Denim Jacket,Happy,,Tan,Backwards Flat Cap,Huh,0.126,0.1413,0.0344,0.0788,0.0193,0.6672,0.0303
Okay Bear #1281,Grey,,Annoyed,Circle Sunglasses,Black,Skate Cap,Wry,0.1261,0.0495,0.0922,0.1309,0.1965,0.0282,0.0551
Okay Bear #1282,Yellow,Golf Polo,Spirited,Pixel Glasses,Sand,Pencil,Okay,0.1222,0.0818,0.2305,0.062,0.02,0.032,0.0379
Okay Bear #1283,White,,Spirited,Clear Glasses,Grizzly,Black Bucket Hat,Okay,0.1265,0.144,0.2305,0.062,0.1965,0.0407,0.0412
Okay Bear #1284,Blue,Okay Tee,Golden Glow,Pixel Glasses,Grizzly,Bandana,Okay,0.1252,0.144,0.2305,0.0199,0.0273,0.032,0.0424
Okay Bear #1285,Grey,Summer Shirt,Sarcastic,,Sand,Sticky Note,Okay,0.1261,0.0818,0.2305,0.0965,0.0229,0.6672,0.023
Okay Bear #1286,Purple,,Okay,,Sand,Mumford Hat,Yoyo,0.1187,0.0818,0.0048,0.2023,0.1965,0.6672,0.0175
Okay Bear #1287,Blue,Okay Tee,Sarcastic,,Green,,Okay,0.1252,0.0456,0.2305,0.0965,0.0273,0.6672,0.2698
Okay Bear #1288,Blue,Hawaiian Shirt,Spirited,,Andean,,Okay,0.1252,0.0377,0.2305,0.062,0.0178,0.6672,0.2698
Okay Bear #1289,Grey,,Sad,,Tan,Classic Cap,Drool,0.1261,0.1413,0.0097,0.0507,0.1965,0.6672,0.0337
Okay Bear #129,White,Summer Shirt,Spirited,Flying Goggles,Sand,Pom Pom Beanie,Pouting,0.1265,0.0818,0.1231,0.062,0.0229,0.0183,0.0256
Okay Bear #1290,Cream,Leather Jacket,Annoyed,,Albino,Flat Hat,Sneer,0.1326,0.0456,0.0211,0.1309,0.013,0.6672,0.029
Okay Bear #1291,Grey,Overalls,Okay,,Blueprint,Flat Cap,Okay,0.1261,0.0158,0.2305,0.2023,0.0139,0.6672,0.0122
Okay Bear #1292,Purple,Double Jacket,Sad,,Albino,Pencil,Ahh,0.1187,0.0456,0.0113,0.0507,0.0251,0.6672,0.0379
Okay Bear #1293,White,Vintage Shirt,Interested,Wayfarer Sunglasses,Grizzly,,Okay,0.1265,0.144,0.2305,0.0671,0.0275,0.0438,0.2698
Okay Bear #1294,Cream,Winter Scarf,White Glow,,Pink,Skate Cap,Wry,0.1326,0.0426,0.0922,0.0341,0.006,0.6672,0.0551
Okay Bear #1295,Green,,Interested,Punk Sunglasses,Panda,Baker Boy Hat,Clean Smile,0.126,0.039,0.0797,0.0671,0.1965,0.0269,0.0214
Okay Bear #1296,Green,Camel Coat,Closed,Aviator Sunglasses,Grizzly,Sweatband,Proud,0.126,0.144,0.0528,0.031,0.0116,0.0409,0.0352
Okay Bear #1297,White,,Closed,,Andean,Sticky Note,Okay,0.1265,0.0377,0.2305,0.031,0.1965,0.6672,0.023
Okay Bear #1298,Purple,Loose Overalls,Tired,Round Glasses,Grizzly,Baker Boy Hat,Oou,0.1187,0.144,0.0271,0.0454,0.0268,0.0374,0.0214
Okay Bear #1299,Grey,Torn Tee,Defeated,,Black,Okay Beanie,Clean Smile,0.1261,0.0495,0.0797,0.0526,0.0104,0.6672,0.0301
Okay Bear #13,Green,Tweed Suit,Disappointed,,Lofi,Skate Cap,Raspberry,0.126,0.0196,0.0253,0.094,0.0088,0.6672,0.0551
Okay Bear #130,Green,Hawaiian Shirt,Interested,Round Glasses,Tan,Army Hat,Beaming Smile,0.126,0.1413,0.0233,0.0671,0.0178,0.0374,0.0239
Okay Bear #1300,Green,,Defeated,,Dark Brown,Okay Beanie,Earphones,0.126,0.1268,0.0049,0.0526,0.1965,0.6672,0.0301
Okay Bear #1301,Purple,Vintage Shirt,Okay,,Grizzly,,Wry,0.1187,0.144,0.0922,0.2023,0.0275,0.6672,0.2698
Okay Bear #1302,Cream,Woven Sweater,Okay,,Red Panda,Classic Cap,Gah,0.1326,0.0276,0.0426,0.2023,0.0208,0.6672,0.0337
Okay Bear #1303,Cream,,Tired,,Sand,Classic Cap,Hmm,0.1326,0.0818,0.0302,0.0454,0.1965,0.6672,0.0337
Okay Bear #1304,Warm Grey,,Sarcastic,,Ginger,Pom Pom Beanie,Proud,0.1227,0.0606,0.0528,0.0965,0.1965,0.6672,0.0256
Okay Bear #1305,Cream,Okay Hoodie,Okay,,Tan,Bandana,Drool,0.1326,0.1413,0.0097,0.2023,0.015,0.6672,0.0424
Okay Bear #1306,Yellow,Autumn Sweater,Robot,,Grizzly,Skate Cap,Okay,0.1222,0.144,0.2305,0.0087,0.0175,0.6672,0.0551
Okay Bear #1307,Cream,,Sarcastic,Pixel Glasses,Ginger,Ear Tag,Okay,0.1326,0.0606,0.2305,0.0965,0.1965,0.032,0.0191
Okay Bear #1308,Blue,Hawaiian Shirt,Okay,,Tan,Head Cam,Huh,0.1252,0.1413,0.0344,0.2023,0.0178,0.6672,0.0146
Okay Bear #1309,Blue,,Annoyed,Wayfarer Sunglasses,Tan,Skate Cap,Wry,0.1252,0.1413,0.0922,0.1309,0.1965,0.0438,0.0551
Okay Bear #131,Green,Striped Tee,Disappointed,Pixel Glasses,Dark Brown,Black Bucket Hat,Clean Smile,0.126,0.1268,0.0797,0.094,0.0357,0.032,0.0412
